name,prefecture,prefecture_id,station_id,railway_company,line_name,aliases,line_type,company_code,all_lines
下曽我,神奈川県,14,23200,その他,御殿場線,,Other,OTHER,ＪＲ御殿場線
上大井,神奈川県,14,23118,その他,御殿場線,,Other,OTHER,ＪＲ御殿場線
相模金子,神奈川県,14,23173,その他,御殿場線,,Other,OTHER,ＪＲ御殿場線
松田,神奈川県,14,23323,その他,御殿場線,,Other,OTHER,ＪＲ御殿場線
東山北,神奈川県,14,23294,その他,御殿場線,,Other,OTHER,ＪＲ御殿場線
山北,神奈川県,14,23358,その他,御殿場線,,Other,OTHER,ＪＲ御殿場線
谷峨,神奈川県,14,23354,その他,御殿場線,,Other,OTHER,ＪＲ御殿場線
新子安,神奈川県,14,23205,その他,京浜東北線,,Other,OTHER,ＪＲ京浜東北線
羽沢横浜国大,神奈川県,14,29682,その他,相鉄直通線,,Other,OTHER,ＪＲ埼京・相鉄直通線|相鉄新横浜線
相模湖,神奈川県,14,23174,その他,中央本線,,Other,OTHER,ＪＲ中央本線
藤野,神奈川県,14,23306,その他,中央本線,,Other,OTHER,ＪＲ中央本線
二子新地,神奈川県,14,23309,その他,田園都市線,,Other,OTHER,東急大井町線|東急田園都市線
高津(神奈川県),神奈川県,14,23226,その他,田園都市線,高津(神奈川県),Other,OTHER,東急大井町線|東急田園都市線
溝の口,神奈川県,14,23328,その他,田園都市線,,Other,OTHER,東急大井町線|東急田園都市線
梶が谷,神奈川県,14,23106,その他,田園都市線,,Other,OTHER,東急田園都市線
宮崎台,神奈川県,14,23338,その他,田園都市線,,Other,OTHER,東急田園都市線
宮前平,神奈川県,14,23340,その他,田園都市線,,Other,OTHER,東急田園都市線
鷺沼,神奈川県,14,23178,その他,田園都市線,,Other,OTHER,東急田園都市線
たまプラーザ,神奈川県,14,23228,その他,田園都市線,,Other,OTHER,東急田園都市線
あざみ野,神奈川県,14,23058,その他,田園都市線,,Other,OTHER,東急田園都市線
江田(神奈川県),神奈川県,14,23085,その他,田園都市線,江田(神奈川県),Other,OTHER,東急田園都市線
市が尾,神奈川県,14,23074,その他,田園都市線,,Other,OTHER,東急田園都市線
藤が丘(神奈川県),神奈川県,14,23303,その他,田園都市線,藤が丘(神奈川県),Other,OTHER,東急田園都市線
青葉台,神奈川県,14,23056,その他,田園都市線,,Other,OTHER,東急田園都市線
田奈,神奈川県,14,23227,その他,田園都市線,,Other,OTHER,東急田園都市線
つきみ野,神奈川県,14,23236,その他,田園都市線,,Other,OTHER,東急田園都市線
中央林間,神奈川県,14,23231,その他,田園都市線,,Other,OTHER,東急田園都市線|小田急江ノ島線
新丸子,神奈川県,14,23210,その他,東横線,,Other,OTHER,東急東横線|東急目黒線
元住吉,神奈川県,14,23353,その他,東横線,,Other,OTHER,東急東横線|東急目黒線
日吉(神奈川県),神奈川県,14,23297,その他,東横線,日吉(神奈川県),Other,OTHER,東急東横線|東急新横浜線|東急目黒線
綱島,神奈川県,14,23240,その他,東横線,,Other,OTHER,東急東横線
大倉山(神奈川県),神奈川県,14,23093,その他,東横線,大倉山(神奈川県),Other,OTHER,東急東横線
妙蓮寺,神奈川県,14,23342,その他,東横線,,Other,OTHER,東急東横線
白楽,神奈川県,14,23278,その他,東横線,,Other,OTHER,東急東横線
東白楽,神奈川県,14,23292,その他,東横線,,Other,OTHER,東急東横線
反町,神奈川県,14,23229,その他,東横線,,Other,OTHER,東急東横線
新綱島,神奈川県,14,29939,その他,新横浜線,,Other,OTHER,東急新横浜線
京急川崎,神奈川県,14,23147,その他,本線,,Other,OTHER,京急大師線|京急本線
鶴見市場,神奈川県,14,23245,その他,本線,,Other,OTHER,京急本線
京急鶴見,神奈川県,14,23151,その他,本線,,Other,OTHER,京急鶴見 → 金沢八景(京急線)|京急本線
花月総持寺,神奈川県,14,23102,その他,本線,,Other,OTHER,京急本線
生麦,神奈川県,14,23261,その他,本線,,Other,OTHER,京急本線
京急新子安,神奈川県,14,23149,その他,本線,,Other,OTHER,京急本線
子安,神奈川県,14,23166,その他,本線,,Other,OTHER,京急本線
神奈川新町,神奈川県,14,23112,その他,本線,,Other,OTHER,京急本線
京急東神奈川,神奈川県,14,23256,その他,本線,,Other,OTHER,京急本線
神奈川,神奈川県,14,23111,その他,本線,,Other,OTHER,京急本線
戸部,神奈川県,14,23252,その他,本線,,Other,OTHER,京急本線
日ノ出町,神奈川県,14,23296,その他,本線,,Other,OTHER,金沢八景(京急線) → 日ノ出町|京急本線
黄金町,神奈川県,14,23159,その他,本線,,Other,OTHER,京急本線
南太田,神奈川県,14,23334,その他,本線,,Other,OTHER,京急本線
井土ケ谷,神奈川県,14,23075,その他,本線,,Other,OTHER,京急本線
弘明寺(京急線),神奈川県,14,23144,その他,本線,弘明寺(京急線),Other,OTHER,弘明寺(京急線) → 京急川崎|弘明寺(京急線) → 横浜|弘明寺(京急線) → 上大岡|渋谷 → 弘明寺(京急線)|横浜 → 弘明寺(京急線)|上大岡 → 弘明寺(京急線)|京急川崎 → 弘明寺(京急線)|品川 → 弘明寺(京急線)|京急本線|弘明寺(京急線) → 渋谷|弘明寺(京急線) → 羽田空港第１・第２ターミナル(京急)
上大岡,神奈川県,14,23119,その他,本線,,Other,OTHER,金沢八景(京急線) → 上大岡|京急本線
屏風浦,神奈川県,14,23301,その他,本線,,Other,OTHER,京急本線|金沢八景(京急線) → 屏風浦
杉田(神奈川県),神奈川県,14,23215,その他,本線,杉田(神奈川県),Other,OTHER,京急本線
京急富岡,神奈川県,14,23152,その他,本線,,Other,OTHER,京急本線
能見台,神奈川県,14,23272,その他,本線,,Other,OTHER,京急本線
金沢文庫,神奈川県,14,23115,その他,本線,,Other,OTHER,京急本線
金沢八景(京急線),神奈川県,14,23113,その他,本線,金沢八景(京急線),Other,OTHER,金沢八景(京急線) → 渋谷|品川 → 金沢八景(京急線)|上大岡 → 金沢八景(京急線)|渋谷 → 金沢八景(京急線)|金沢八景(京急線) → 新横浜|大船 → 金沢八景(京急線)|京急逗子線|金沢八景(京急線) → 横浜|金沢八景(京急線) → 横須賀中央|金沢八景(京急線) → 上大岡|横浜 → 金沢八景(京急線)|京急本線
追浜,神奈川県,14,23089,その他,本線,,Other,OTHER,金沢八景(京急線) → 追浜|京急本線
京急田浦,神奈川県,14,23150,その他,本線,,Other,OTHER,京急本線
安針塚,神奈川県,14,23062,その他,本線,,Other,OTHER,金沢八景(京急線) → 安針塚|京急本線
逸見,神奈川県,14,23312,その他,本線,,Other,OTHER,京急本線
汐入,神奈川県,14,23196,その他,本線,,Other,OTHER,金沢八景(京急線) → 汐入|京急本線
横須賀中央,神奈川県,14,23367,その他,本線,,Other,OTHER,京急本線
県立大学,神奈川県,14,23154,その他,本線,,Other,OTHER,京急本線|金沢八景(京急線) → 県立大学
堀ノ内,神奈川県,14,23317,その他,本線,,Other,OTHER,京急久里浜線|京急本線
京急大津,神奈川県,14,23146,その他,本線,,Other,OTHER,京急本線
馬堀海岸,神奈川県,14,23325,その他,本線,,Other,OTHER,京急本線
浦賀,神奈川県,14,23084,その他,本線,,Other,OTHER,金沢八景(京急線) → 浦賀|京急本線
新大津,神奈川県,14,23203,その他,久里浜線,,Other,OTHER,京急久里浜線
北久里浜,神奈川県,14,23133,その他,久里浜線,,Other,OTHER,京急久里浜線
京急久里浜,神奈川県,14,23148,その他,久里浜線,,Other,OTHER,京急久里浜線
ＹＲＰ野比,神奈川県,14,23274,その他,久里浜線,,Other,OTHER,京急久里浜線
京急長沢,神奈川県,14,23153,その他,久里浜線,,Other,OTHER,京急久里浜線
津久井浜,神奈川県,14,23237,その他,久里浜線,,Other,OTHER,京急久里浜線
三浦海岸,神奈川県,14,23326,その他,久里浜線,,Other,OTHER,京急久里浜線
三崎口,神奈川県,14,23327,その他,久里浜線,,Other,OTHER,京急久里浜線
港町,神奈川県,14,23333,その他,大師線,,Other,OTHER,京急大師線
鈴木町,神奈川県,14,23216,その他,大師線,,Other,OTHER,京急大師線
川崎大師,神奈川県,14,23128,その他,大師線,,Other,OTHER,京急大師線
東門前,神奈川県,14,23293,その他,大師線,,Other,OTHER,京急大師線
大師橋,神奈川県,14,23185,その他,大師線,,Other,OTHER,京急大師線
小島新田,神奈川県,14,23162,その他,大師線,,Other,OTHER,京急大師線
浦和,埼玉県,11,21982,その他,高崎線,,Other,OTHER,ＪＲ宇都宮線|ＪＲ高崎線|ＪＲ宇都宮線・高崎線|ＪＲ京浜東北線
さいたま新都心,埼玉県,11,29315,その他,高崎線,,Other,OTHER,ＪＲ宇都宮線|ＪＲ高崎線|ＪＲ宇都宮線・高崎線|ＪＲ京浜東北線
大宮(埼玉県),埼玉県,11,21987,その他,高崎線,大宮(埼玉県),Other,OTHER,ＪＲ東北新幹線|ＪＲ宇都宮線|ＪＲ高崎線|ＪＲ北陸新幹線|ＪＲ京浜東北線|ＪＲ川越線|ＪＲ山形新幹線|ＪＲ上越新幹線|ＪＲ埼京線|ＪＲ秋田新幹線
宮原,埼玉県,11,22150,その他,高崎線,,Other,OTHER,ＪＲ高崎線
上尾,埼玉県,11,21968,その他,高崎線,,Other,OTHER,ＪＲ高崎線
北上尾,埼玉県,11,22015,その他,高崎線,,Other,OTHER,ＪＲ高崎線
桶川,埼玉県,11,21992,その他,高崎線,,Other,OTHER,ＪＲ高崎線
北本,埼玉県,11,22024,その他,高崎線,,Other,OTHER,ＪＲ高崎線
鴻巣,埼玉県,11,22033,その他,高崎線,,Other,OTHER,ＪＲ高崎線
北鴻巣,埼玉県,11,22020,その他,高崎線,,Other,OTHER,ＪＲ高崎線
吹上(埼玉県),埼玉県,11,22122,その他,高崎線,吹上(埼玉県),Other,OTHER,ＪＲ高崎線
行田,埼玉県,11,22026,その他,高崎線,,Other,OTHER,ＪＲ高崎線
熊谷,埼玉県,11,22029,その他,高崎線,,Other,OTHER,ＪＲ高崎線|ＪＲ上越新幹線|ＪＲ北陸新幹線
籠原,埼玉県,11,22000,その他,高崎線,,Other,OTHER,ＪＲ高崎線
深谷,埼玉県,11,22121,その他,高崎線,,Other,OTHER,ＪＲ高崎線
岡部,埼玉県,11,21990,その他,高崎線,,Other,OTHER,ＪＲ高崎線
本庄,埼玉県,11,22132,その他,高崎線,,Other,OTHER,ＪＲ高崎線
神保原,埼玉県,11,22063,その他,高崎線,,Other,OTHER,ＪＲ高崎線
東所沢,埼玉県,11,22113,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
新座,埼玉県,11,22090,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
北朝霞,埼玉県,11,22016,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
西浦和,埼玉県,11,22092,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
武蔵浦和,埼玉県,11,22151,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線|ＪＲ埼京線
南浦和,埼玉県,11,22142,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線|ＪＲ京浜東北線
東浦和,埼玉県,11,22109,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
東川口,埼玉県,11,22111,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
南越谷,埼玉県,11,22145,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
越谷レイクタウン,埼玉県,11,29601,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
吉川,埼玉県,11,22165,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
吉川美南,埼玉県,11,29697,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
新三郷,埼玉県,11,22061,その他,武蔵野線,,Other,OTHER,ＪＲ武蔵野線
三郷(埼玉県),埼玉県,11,22138,その他,武蔵野線,三郷(埼玉県),Other,OTHER,ＪＲ武蔵野線
金子,埼玉県,11,22005,その他,八高線,,Other,OTHER,ＪＲ八高線
東飯能,埼玉県,11,22114,その他,八高線,,Other,OTHER,西武池袋線|ＪＲ八高線
高麗川,埼玉県,11,22038,その他,八高線,,Other,OTHER,ＪＲ八高線|ＪＲ川越線
毛呂,埼玉県,11,22158,その他,八高線,,Other,OTHER,ＪＲ八高線
越生,埼玉県,11,21993,その他,八高線,,Other,OTHER,ＪＲ八高線|東武越生線
明覚,埼玉県,11,22137,その他,八高線,,Other,OTHER,ＪＲ八高線
小川町(埼玉県),埼玉県,11,21991,その他,八高線,小川町(埼玉県),Other,OTHER,ＪＲ八高線|東武東上線
竹沢,埼玉県,11,22072,その他,八高線,,Other,OTHER,ＪＲ八高線
折原,埼玉県,11,21998,その他,八高線,,Other,OTHER,ＪＲ八高線
寄居,埼玉県,11,22169,その他,八高線,,Other,OTHER,ＪＲ八高線|東武東上線
用土,埼玉県,11,22163,その他,八高線,,Other,OTHER,ＪＲ八高線
松久,埼玉県,11,22134,その他,八高線,,Other,OTHER,ＪＲ八高線
児玉,埼玉県,11,22035,その他,八高線,,Other,OTHER,ＪＲ八高線
丹荘,埼玉県,11,22074,その他,八高線,,Other,OTHER,ＪＲ八高線
日進(埼玉県),埼玉県,11,22089,その他,川越線,日進(埼玉県),Other,OTHER,ＪＲ川越線
西大宮,埼玉県,11,29640,その他,川越線,,Other,OTHER,ＪＲ川越線
指扇,埼玉県,11,22043,その他,川越線,,Other,OTHER,ＪＲ川越線
南古谷,埼玉県,11,22148,その他,川越線,,Other,OTHER,ＪＲ川越線
川越,埼玉県,11,22012,その他,川越線,,Other,OTHER,ＪＲ川越線|東武東上線
西川越,埼玉県,11,22095,その他,川越線,,Other,OTHER,ＪＲ川越線
的場,埼玉県,11,22135,その他,川越線,,Other,OTHER,ＪＲ川越線
笠幡,埼玉県,11,22001,その他,川越線,,Other,OTHER,ＪＲ川越線
武蔵高萩,埼玉県,11,22152,その他,川越線,,Other,OTHER,ＪＲ川越線
土呂,埼玉県,11,22084,その他,東北本線,,Other,OTHER,ＪＲ宇都宮線
東大宮,埼玉県,11,22110,その他,東北本線,,Other,OTHER,ＪＲ宇都宮線
蓮田,埼玉県,11,22100,その他,東北本線,,Other,OTHER,ＪＲ宇都宮線
白岡,埼玉県,11,22051,その他,東北本線,,Other,OTHER,ＪＲ宇都宮線
新白岡,埼玉県,11,22058,その他,東北本線,,Other,OTHER,ＪＲ宇都宮線
久喜,埼玉県,11,22028,その他,東北本線,,Other,OTHER,ＪＲ宇都宮線|東武伊勢崎線
東鷲宮,埼玉県,11,22118,その他,東北本線,,Other,OTHER,ＪＲ宇都宮線
栗橋,埼玉県,11,22030,その他,東北本線,,Other,OTHER,東武日光線|ＪＲ宇都宮線
与野,埼玉県,11,22167,その他,京浜東北線,,Other,OTHER,ＪＲ京浜東北線
北浦和,埼玉県,11,22017,その他,京浜東北線,,Other,OTHER,ＪＲ京浜東北線
蕨,埼玉県,11,22174,その他,京浜東北線,,Other,OTHER,ＪＲ京浜東北線
西川口,埼玉県,11,22094,その他,京浜東北線,,Other,OTHER,ＪＲ京浜東北線
川口,埼玉県,11,22011,その他,京浜東北線,,Other,OTHER,ＪＲ京浜東北線
戸田公園,埼玉県,11,22082,その他,埼京線,,Other,OTHER,ＪＲ埼京線
戸田(埼玉県),埼玉県,11,22081,その他,埼京線,戸田(埼玉県),Other,OTHER,ＪＲ埼京線
北戸田,埼玉県,11,22023,その他,埼京線,,Other,OTHER,ＪＲ埼京線
中浦和,埼玉県,11,22085,その他,埼京線,,Other,OTHER,ＪＲ埼京線
南与野,埼玉県,11,22149,その他,埼京線,,Other,OTHER,ＪＲ埼京線
与野本町,埼玉県,11,22168,その他,埼京線,,Other,OTHER,ＪＲ埼京線
北与野,埼玉県,11,22025,その他,埼京線,,Other,OTHER,ＪＲ埼京線
本庄早稲田,埼玉県,11,29484,その他,北陸新幹線,,Other,OTHER,ＪＲ上越新幹線|ＪＲ北陸新幹線
所沢,埼玉県,11,22080,その他,池袋線,,Other,OTHER,西武池袋線|西武新宿線
西所沢,埼玉県,11,22096,その他,池袋線,,Other,OTHER,西武池袋線|西武狭山線
小手指,埼玉県,11,22036,その他,池袋線,,Other,OTHER,西武池袋線
狭山ケ丘,埼玉県,11,22044,その他,池袋線,,Other,OTHER,西武池袋線
武蔵藤沢,埼玉県,11,22153,その他,池袋線,,Other,OTHER,西武池袋線
稲荷山公園,埼玉県,11,21976,その他,池袋線,,Other,OTHER,西武池袋線
入間市,埼玉県,11,21978,その他,池袋線,,Other,OTHER,西武池袋線
仏子,埼玉県,11,22125,その他,池袋線,,Other,OTHER,西武池袋線
元加治,埼玉県,11,22157,その他,池袋線,,Other,OTHER,西武池袋線
飯能,埼玉県,11,22106,その他,池袋線,,Other,OTHER,西武池袋線
高麗,埼玉県,11,22037,その他,池袋線,,Other,OTHER,西武池袋線
武蔵横手,埼玉県,11,22154,その他,池袋線,,Other,OTHER,西武池袋線
東吾野,埼玉県,11,22107,その他,池袋線,,Other,OTHER,西武池袋線
吾野,埼玉県,11,21966,その他,池袋線,,Other,OTHER,西武秩父線|西武池袋線
航空公園,埼玉県,11,22032,その他,新宿線,,Other,OTHER,西武新宿線
新所沢,埼玉県,11,22060,その他,新宿線,,Other,OTHER,西武新宿線
入曽,埼玉県,11,21977,その他,新宿線,,Other,OTHER,西武新宿線
狭山市,埼玉県,11,22045,その他,新宿線,,Other,OTHER,西武新宿線
新狭山,埼玉県,11,22057,その他,新宿線,,Other,OTHER,西武新宿線
南大塚,埼玉県,11,22143,その他,新宿線,,Other,OTHER,西武新宿線
本川越,埼玉県,11,22131,その他,新宿線,,Other,OTHER,西武新宿線
西吾野,埼玉県,11,22091,その他,西武秩父線,,Other,OTHER,西武秩父線
正丸,埼玉県,11,22047,その他,西武秩父線,,Other,OTHER,西武秩父線
芦ケ久保,埼玉県,11,21971,その他,西武秩父線,,Other,OTHER,西武秩父線
横瀬,埼玉県,11,22164,その他,西武秩父線,,Other,OTHER,西武秩父線
西武秩父,埼玉県,11,22066,その他,西武秩父線,,Other,OTHER,西武秩父線
下山口,埼玉県,11,22050,その他,狭山線,,Other,OTHER,西武狭山線
西武球場前,埼玉県,11,22065,その他,狭山線,,Other,OTHER,西武山口線|西武狭山線
西武園ゆうえんち,埼玉県,11,23034,その他,山口線,,Other,OTHER,西武山口線
和光市,埼玉県,11,22171,その他,東上線,,Other,OTHER,東京メトロ有楽町線・副都心線|東武東上線
朝霞,埼玉県,11,21969,その他,東上線,,Other,OTHER,東武東上線
朝霞台,埼玉県,11,21970,その他,東上線,,Other,OTHER,東武東上線
志木,埼玉県,11,22048,その他,東上線,,Other,OTHER,東武東上線
柳瀬川,埼玉県,11,22162,その他,東上線,,Other,OTHER,東武東上線
みずほ台,埼玉県,11,22139,その他,東上線,,Other,OTHER,東武東上線
